query_id,inliers_top1,baseline_correct,reranked_correct
667,9.0,0,0
668,7.0,0,0
669,7.0,0,1
670,8.0,0,1
671,17.0,1,1
672,32.0,1,1
673,90.0,1,1
674,120.0,1,1
675,61.0,1,1
676,21.0,1,1
677,17.0,1,1
678,12.0,1,1
679,14.0,0,1
680,11.0,1,1
681,15.0,1,1
682,35.0,1,1
683,43.0,1,1
684,98.0,1,1
685,145.0,1,1
686,50.0,1,1
687,44.0,1,1
688,5.0,0,1
689,7.0,0,0
690,8.0,0,0
691,9.0,0,0
692,7.0,0,1
693,6.0,0,1
694,9.0,0,1
695,6.0,0,1
696,12.0,0,1
697,9.0,0,0
698,8.0,0,0
699,8.0,0,0
700,11.0,0,0
701,7.0,0,0
