query_id,inliers_top1,baseline_correct,reranked_correct
688,5.0,0,0
689,22.0,1,1
690,24.0,1,1
691,18.0,1,1
692,39.0,1,1
693,18.0,1,1
694,48.0,1,1
695,6.0,0,1
696,53.0,1,1
697,99.0,1,1
698,58.0,1,1
699,9.0,0,1
700,9.0,0,1
701,7.0,0,1
