query_id,inliers_top1,baseline_correct,reranked_correct
284,6.0,0,0
285,10.0,0,0
286,13.0,0,0
287,5.0,0,0
288,5.0,0,0
289,6.0,0,0
290,11.0,0,0
291,16.0,0,0
292,15.0,0,0
293,16.0,0,0
294,10.0,0,0
295,5.0,0,0
296,13.0,0,0
297,5.0,0,0
298,9.0,0,0
299,6.0,0,0
300,18.0,0,0
301,5.0,0,0
302,7.0,0,0
303,5.0,0,0
304,6.0,0,0
305,9.0,0,0
306,5.0,0,0
307,4.0,0,0
308,6.0,0,0
309,6.0,0,0
310,4.0,0,0
311,5.0,0,0
312,13.0,0,0
313,4.0,0,0
314,5.0,0,1
315,6.0,0,0
316,5.0,0,0
317,5.0,0,0
318,8.0,0,0
319,5.0,0,0
320,5.0,0,0
321,5.0,0,1
322,5.0,0,0
323,12.0,0,0
324,5.0,0,0
325,8.0,0,0
326,10.0,0,0
327,6.0,0,0
328,8.0,0,0
329,12.0,0,0
330,8.0,0,1
331,5.0,0,0
332,7.0,0,0
333,4.0,0,0
334,9.0,0,0
335,5.0,0,0
336,6.0,0,0
337,9.0,0,0
338,10.0,0,1
339,9.0,0,0
340,6.0,0,0
341,17.0,0,0
342,5.0,0,0
343,7.0,0,0
344,6.0,0,0
345,4.0,0,0
346,5.0,0,0
347,6.0,0,0
348,15.0,0,0
349,4.0,0,0
350,6.0,0,0
351,7.0,0,0
352,4.0,0,0
353,13.0,0,0
354,8.0,0,0
355,2.0,0,0
356,5.0,0,0
357,17.0,0,0
358,6.0,0,0
359,5.0,0,0
360,4.0,0,0
361,11.0,0,0
362,4.0,0,0
363,18.0,0,0
364,8.0,0,0
365,5.0,0,0
366,5.0,0,0
367,5.0,0,0
368,7.0,0,0
369,6.0,0,0
370,4.0,0,0
371,9.0,0,0
372,4.0,0,0
373,11.0,0,0
374,2.0,0,0
375,8.0,0,0
376,7.0,0,0
377,22.0,0,0
378,14.0,0,0
379,4.0,0,1
380,12.0,0,0
381,7.0,0,0
382,8.0,0,0
383,4.0,0,0
384,9.0,0,0
385,10.0,0,0
386,9.0,0,0
387,6.0,0,0
388,11.0,0,0
389,8.0,0,0
390,8.0,0,0
391,8.0,0,0
392,25.0,0,0
393,6.0,0,0
394,7.0,0,0
395,4.0,0,0
396,14.0,0,0
397,8.0,0,1
398,14.0,0,0
399,5.0,0,0
400,6.0,0,0
401,5.0,0,0
402,7.0,0,0
403,7.0,0,0
404,6.0,0,0
405,14.0,0,0
406,13.0,0,0
407,9.0,0,0
408,18.0,0,1
409,8.0,0,0
410,6.0,0,1
411,19.0,0,1
412,9.0,0,1
413,23.0,0,1
414,23.0,1,1
415,20.0,0,1
416,7.0,0,0
417,21.0,0,1
418,19.0,1,1
419,17.0,0,1
420,6.0,0,0
421,28.0,1,1
422,27.0,0,0
423,22.0,1,1
424,70.0,1,1
425,29.0,1,1
426,12.0,0,0
427,4.0,0,0
428,81.0,1,1
429,80.0,1,1
430,66.0,1,1
431,58.0,1,1
432,0.0,0,0
433,44.0,1,1
434,47.0,1,1
435,13.0,0,1
436,10.0,0,1
437,8.0,0,0
438,6.0,0,1
439,6.0,0,1
440,83.0,1,1
441,8.0,0,0
442,16.0,0,0
443,7.0,0,1
444,0.0,0,0
445,6.0,0,1
446,7.0,0,0
447,7.0,0,1
448,7.0,0,1
449,6.0,0,1
450,4.0,0,1
